"customer_id","model","fuel_type","vehicle_year","color","purchase_price_inr","city","state","customer_segment"
"BMWC0291","BMW iX1","Electric","2022","Blue","6750000","Coimbatore","Tamil Nadu","Premium"
"BMWC0292","BMW X5","Petrol","2025","Black","10750000","Noida","Uttar Pradesh","Luxury"
"BMWC0293","BMW X7","Petrol","2025","Red","14350000","Kolkata","West Bengal","Luxury"
"BMWC0294","BMW 3 Series","Diesel","2024","Blue","6100000","Kochi","Kerala","Executive"
"BMWC0295","BMW X7","Petrol","2024","Red","14600000","Mumbai","Maharashtra","Luxury"
"BMWC0296","BMW i4","Electric","2025","Red","7300000","Kochi","Kerala","Business"
"BMWC0297","BMW i4","Electric","2023","White","7500000","Kochi","Kerala","Executive"
"BMWC0298","BMW i5","Electric","2025","Silver","12200000","Mumbai","Maharashtra","Business"
"BMWC0299","BMW 7 Series","Petrol","2021","Black","18700000","Coimbatore","Tamil Nadu","Executive"
"BMWC0300","BMW 7 Series","Petrol","2025","Blue","18650000","Chandigarh","Chandigarh","Premium"
"BMWC0301","BMW 5 Series","Petrol","2022","Blue","7800000","Coimbatore","Tamil Nadu","Business"
"BMWC0302","BMW i7","Electric","2023","Grey","21900000","Chennai","Tamil Nadu","Executive"
"BMWC0303","BMW iX1","Electric","2022","White","7000000","Mumbai","Maharashtra","Executive"
"BMWC0304","BMW X3","Diesel","2026","Black","7950000","Hyderabad","Telangana","Luxury"
"BMWC0305","BMW i5","Electric","2023","Blue","12300000","Chennai","Tamil Nadu","Premium"
"BMWC0306","BMW X1","Petrol","2022","White","5150000","Delhi","Delhi","Business"
"BMWC0307","BMW 3 Series","Petrol","2026","Grey","6800000","Kolkata","West Bengal","Premium"
"BMWC0308","BMW 3 Series","Petrol","2025","Grey","5700000","Mumbai","Maharashtra","Business"
"BMWC0309","BMW i5","Electric","2025","Blue","12450000","Kolkata","West Bengal","Executive"
"BMWC0310","BMW i4","Electric","2024","Silver","7500000","Hyderabad","Telangana","Luxury"
"BMWC0311","BMW X1","Diesel","2025","Black","5200000","Chennai","Tamil Nadu","Executive"
"BMWC0312","BMW 7 Series","Petrol","2022","Black","18000000","Kochi","Kerala","Premium"
"BMWC0313","BMW X1","Petrol","2023","Black","5900000","Hyderabad","Telangana","Premium"
"BMWC0314","BMW 7 Series","Petrol","2023","Blue","19450000","Noida","Uttar Pradesh","Premium"
"BMWC0315","BMW X3","Petrol","2025","Grey","8150000","Jaipur","Rajasthan","Executive"
"BMWC0316","BMW iX","Electric","2021","White","14250000","Noida","Uttar Pradesh","Premium"
"BMWC0317","BMW i7","Electric","2025","Silver","20050000","Chennai","Tamil Nadu","Business"
"BMWC0318","BMW i5","Electric","2023","Silver","12450000","Delhi","Delhi","Luxury"
"BMWC0319","BMW iX","Electric","2022","Blue","14700000","Jaipur","Rajasthan","Business"
"BMWC0320","BMW 7 Series","Petrol","2023","Black","17600000","Hyderabad","Telangana","Executive"
"BMWC0321","BMW 3 Series","Diesel","2025","Silver","6450000","Chandigarh","Chandigarh","Luxury"
"BMWC0322","BMW iX1","Electric","2024","White","7000000","Delhi","Delhi","Executive"
"BMWC0323","BMW 7 Series","Petrol","2024","Red","19400000","Mumbai","Maharashtra","Business"
"BMWC0324","BMW X7","Petrol","2025","Red","14300000","Ahmedabad","Gujarat","Luxury"
"BMWC0325","BMW 2 Series Gran Coupe","Petrol","2024","Black","4900000","Hyderabad","Telangana","Business"
"BMWC0326","BMW X7","Petrol","2025","White","13450000","Pune","Maharashtra","Premium"
"BMWC0327","BMW 7 Series","Petrol","2022","Silver","17550000","Gurugram","Haryana","Business"
"BMWC0328","BMW i4","Electric","2024","Black","7800000","Jaipur","Rajasthan","Business"
"BMWC0329","BMW X3","Petrol","2024","Black","7350000","Coimbatore","Tamil Nadu","Executive"
"BMWC0330","BMW X7","Petrol","2023","Silver","14900000","Chandigarh","Chandigarh","Premium"
"BMWC0331","BMW X5","Petrol","2024","Grey","10850000","Coimbatore","Tamil Nadu","Executive"
"BMWC0332","BMW i5","Electric","2024","Blue","12400000","Jaipur","Rajasthan","Business"
"BMWC0333","BMW i7","Electric","2022","Blue","20700000","Chandigarh","Chandigarh","Business"
"BMWC0334","BMW i5","Electric","2026","Blue","12100000","Jaipur","Rajasthan","Premium"
"BMWC0335","BMW i7","Electric","2025","Red","21650000","Gurugram","Haryana","Premium"
"BMWC0336","BMW 7 Series","Petrol","2026","Blue","19400000","Pune","Maharashtra","Premium"
"BMWC0337","BMW 5 Series","Petrol","2023","Black","8250000","Hyderabad","Telangana","Executive"
"BMWC0338","BMW X3","Diesel","2023","Silver","7700000","Pune","Maharashtra","Executive"
"BMWC0339","BMW X3","Petrol","2022","White","7850000","Jaipur","Rajasthan","Business"
"BMWC0340","BMW i4","Electric","2023","Grey","7250000","Noida","Uttar Pradesh","Premium"
"BMWC0341","BMW i7","Electric","2022","Silver","21250000","Pune","Maharashtra","Luxury"
"BMWC0342","BMW X7","Petrol","2023","Black","13650000","Pune","Maharashtra","Business"
"BMWC0343","BMW i4","Electric","2021","Blue","7550000","Jaipur","Rajasthan","Executive"
"BMWC0344","BMW X5","Petrol","2021","Blue","9850000","Jaipur","Rajasthan","Luxury"
"BMWC0345","BMW X7","Petrol","2024","Blue","14000000","Coimbatore","Tamil Nadu","Executive"
"BMWC0346","BMW 7 Series","Petrol","2023","Blue","18650000","Noida","Uttar Pradesh","Business"
"BMWC0347","BMW 5 Series","Petrol","2023","White","8500000","Ahmedabad","Gujarat","Luxury"
"BMWC0348","BMW X7","Petrol","2024","Blue","13400000","Mumbai","Maharashtra","Premium"
"BMWC0349","BMW i7","Electric","2026","Blue","20800000","Chennai","Tamil Nadu","Executive"
"BMWC0350","BMW X3","Petrol","2023","Blue","8050000","Gurugram","Haryana","Business"
"BMWC0351","BMW iX","Electric","2024","Grey","14450000","Bengaluru","Karnataka","Premium"
"BMWC0352","BMW 5 Series","Diesel","2023","Blue","8200000","Pune","Maharashtra","Luxury"
"BMWC0353","BMW 5 Series","Petrol","2025","Black","7600000","Mumbai","Maharashtra","Premium"
"BMWC0354","BMW 2 Series Gran Coupe","Diesel","2021","White","4700000","Kolkata","West Bengal","Executive"
"BMWC0355","BMW X7","Petrol","2021","Blue","13050000","Mumbai","Maharashtra","Luxury"
"BMWC0356","BMW i4","Electric","2025","Silver","7500000","Kochi","Kerala","Business"
"BMWC0357","BMW X1","Diesel","2022","Grey","5450000","Gurugram","Haryana","Business"
"BMWC0358","BMW iX","Electric","2026","Grey","14650000","Hyderabad","Telangana","Luxury"
"BMWC0359","BMW 5 Series","Diesel","2023","Red","7600000","Chandigarh","Chandigarh","Executive"
"BMWC0360","BMW X5","Petrol","2023","Grey","10100000","Chandigarh","Chandigarh","Premium"
"BMWC0361","BMW 5 Series","Petrol","2023","Black","7350000","Kolkata","West Bengal","Business"
"BMWC0362","BMW 7 Series","Petrol","2026","Black","19050000","Gurugram","Haryana","Premium"
"BMWC0363","BMW iX1","Electric","2022","Grey","7000000","Mumbai","Maharashtra","Premium"
"BMWC0364","BMW 7 Series","Petrol","2023","Red","18150000","Coimbatore","Tamil Nadu","Business"
"BMWC0365","BMW i5","Electric","2022","White","12500000","Pune","Maharashtra","Premium"
"BMWC0366","BMW X5","Petrol","2025","Red","11200000","Chennai","Tamil Nadu","Premium"
"BMWC0367","BMW 2 Series Gran Coupe","Diesel","2024","Grey","4450000","Kochi","Kerala","Business"
"BMWC0368","BMW X3","Petrol","2024","White","8100000","Hyderabad","Telangana","Business"
"BMWC0369","BMW X1","Petrol","2022","Grey","5700000","Bengaluru","Karnataka","Executive"
"BMWC0370","BMW iX","Electric","2025","Silver","14850000","Delhi","Delhi","Business"
"BMWC0371","BMW i5","Electric","2024","Black","12500000","Bengaluru","Karnataka","Premium"
"BMWC0372","BMW 2 Series Gran Coupe","Diesel","2024","Red","4700000","Kochi","Kerala","Business"
"BMWC0373","BMW iX","Electric","2026","Black","14650000","Delhi","Delhi","Premium"
"BMWC0374","BMW 7 Series","Petrol","2024","Silver","18700000","Bengaluru","Karnataka","Premium"
"BMWC0375","BMW iX","Electric","2025","Red","14650000","Kochi","Kerala","Business"
"BMWC0376","BMW X3","Diesel","2024","Silver","7650000","Kolkata","West Bengal","Executive"
"BMWC0377","BMW X3","Diesel","2022","Black","8150000","Noida","Uttar Pradesh","Luxury"
"BMWC0378","BMW X3","Petrol","2025","Black","7400000","Jaipur","Rajasthan","Luxury"
"BMWC0379","BMW 5 Series","Diesel","2023","Red","7550000","Delhi","Delhi","Executive"
"BMWC0380","BMW iX","Electric","2026","Grey","14900000","Mumbai","Maharashtra","Executive"
"BMWC0381","BMW X3","Diesel","2026","Black","7350000","Gurugram","Haryana","Premium"
"BMWC0382","BMW X3","Petrol","2024","Silver","7350000","Delhi","Delhi","Business"
"BMWC0383","BMW X1","Diesel","2023","Grey","5100000","Mumbai","Maharashtra","Luxury"
"BMWC0384","BMW iX","Electric","2023","White","14750000","Noida","Uttar Pradesh","Executive"
"BMWC0385","BMW iX","Electric","2025","Blue","14100000","Delhi","Delhi","Luxury"
"BMWC0386","BMW X3","Diesel","2024","Black","7050000","Ahmedabad","Gujarat","Luxury"
"BMWC0387","BMW X1","Petrol","2026","White","5150000","Delhi","Delhi","Executive"
"BMWC0388","BMW iX1","Electric","2025","Black","6950000","Ahmedabad","Gujarat","Executive"
"BMWC0389","BMW 2 Series Gran Coupe","Diesel","2022","Blue","4900000","Kochi","Kerala","Business"
"BMWC0390","BMW iX1","Electric","2024","Black","6900000","Delhi","Delhi","Executive"
"BMWC0391","BMW X3","Diesel","2022","Black","7550000","Gurugram","Haryana","Premium"
"BMWC0392","BMW iX1","Electric","2023","Red","6850000","Pune","Maharashtra","Luxury"
"BMWC0393","BMW i4","Electric","2025","Red","7450000","Gurugram","Haryana","Executive"
"BMWC0394","BMW i7","Electric","2025","White","21800000","Gurugram","Haryana","Premium"
"BMWC0395","BMW iX","Electric","2023","White","14700000","Gurugram","Haryana","Executive"
"BMWC0396","BMW i4","Electric","2023","Silver","7700000","Ahmedabad","Gujarat","Executive"
"BMWC0397","BMW 5 Series","Diesel","2022","Grey","7450000","Noida","Uttar Pradesh","Luxury"
"BMWC0398","BMW iX","Electric","2023","Black","14950000","Bengaluru","Karnataka","Executive"
"BMWC0399","BMW X5","Petrol","2024","Silver","11150000","Kolkata","West Bengal","Premium"
"BMWC0400","BMW 7 Series","Petrol","2023","White","18400000","Noida","Uttar Pradesh","Business"
"BMWC0401","BMW 3 Series","Petrol","2025","Silver","6450000","Mumbai","Maharashtra","Premium"
"BMWC0402","BMW X1","Diesel","2025","Black","5250000","Coimbatore","Tamil Nadu","Luxury"
"BMWC0403","BMW X5","Diesel","2023","Grey","11500000","Chennai","Tamil Nadu","Business"
"BMWC0404","BMW X1","Petrol","2023","Silver","5000000","Bengaluru","Karnataka","Business"
"BMWC0405","BMW 7 Series","Petrol","2024","Blue","18950000","Ahmedabad","Gujarat","Luxury"
"BMWC0406","BMW 5 Series","Petrol","2022","Black","7400000","Kochi","Kerala","Luxury"
"BMWC0407","BMW 5 Series","Diesel","2025","Blue","8300000","Ahmedabad","Gujarat","Executive"
"BMWC0408","BMW X3","Diesel","2026","Blue","7650000","Gurugram","Haryana","Luxury"
"BMWC0409","BMW i7","Electric","2022","Grey","21800000","Ahmedabad","Gujarat","Executive"
"BMWC0410","BMW 5 Series","Diesel","2024","Black","7950000","Kolkata","West Bengal","Premium"
"BMWC0411","BMW i7","Electric","2024","Red","21300000","Jaipur","Rajasthan","Executive"
"BMWC0412","BMW X1","Petrol","2024","Red","5850000","Hyderabad","Telangana","Luxury"
"BMWC0413","BMW X3","Diesel","2024","Blue","7050000","Kochi","Kerala","Premium"
"BMWC0414","BMW iX1","Electric","2023","Black","6900000","Ahmedabad","Gujarat","Premium"
"BMWC0415","BMW X3","Diesel","2022","Red","7900000","Kochi","Kerala","Premium"
"BMWC0416","BMW X1","Diesel","2023","Black","5550000","Bengaluru","Karnataka","Luxury"
"BMWC0417","BMW 3 Series","Diesel","2025","Blue","6350000","Kolkata","West Bengal","Premium"
"BMWC0418","BMW iX1","Electric","2023","Black","6850000","Pune","Maharashtra","Premium"
"BMWC0419","BMW 3 Series","Diesel","2026","Grey","6050000","Chennai","Tamil Nadu","Luxury"
"BMWC0420","BMW 5 Series","Diesel","2025","White","8050000","Bengaluru","Karnataka","Luxury"
"BMWC0421","BMW 5 Series","Petrol","2023","Black","8050000","Hyderabad","Telangana","Premium"
"BMWC0422","BMW X5","Diesel","2025","Black","11100000","Mumbai","Maharashtra","Luxury"
"BMWC0423","BMW 3 Series","Diesel","2023","Blue","6650000","Bengaluru","Karnataka","Luxury"
"BMWC0424","BMW i7","Electric","2024","Blue","21550000","Jaipur","Rajasthan","Luxury"
"BMWC0425","BMW iX1","Electric","2026","Grey","6700000","Gurugram","Haryana","Luxury"
"BMWC0426","BMW iX1","Electric","2022","Blue","6800000","Noida","Uttar Pradesh","Premium"
"BMWC0427","BMW i7","Electric","2025","Silver","21450000","Bengaluru","Karnataka","Business"
"BMWC0428","BMW X3","Diesel","2021","White","7100000","Kochi","Kerala","Executive"
"BMWC0429","BMW X5","Diesel","2025","Red","10700000","Pune","Maharashtra","Premium"
"BMWC0430","BMW i4","Electric","2023","Black","7200000","Chandigarh","Chandigarh","Luxury"
"BMWC0431","BMW X5","Diesel","2025","White","10900000","Kochi","Kerala","Business"
"BMWC0432","BMW X3","Diesel","2025","Red","7200000","Mumbai","Maharashtra","Premium"
"BMWC0433","BMW 5 Series","Diesel","2026","Silver","8300000","Chandigarh","Chandigarh","Executive"
"BMWC0434","BMW 7 Series","Petrol","2022","Silver","19300000","Gurugram","Haryana","Premium"
"BMWC0435","BMW i4","Electric","2022","Blue","7650000","Coimbatore","Tamil Nadu","Premium"
"BMWC0436","BMW iX1","Electric","2025","Black","6950000","Pune","Maharashtra","Premium"
"BMWC0437","BMW X7","Diesel","2025","Red","14050000","Kolkata","West Bengal","Executive"
"BMWC0438","BMW 2 Series Gran Coupe","Diesel","2025","Black","4350000","Ahmedabad","Gujarat","Premium"
"BMWC0439","BMW iX","Electric","2025","Silver","14400000","Hyderabad","Telangana","Business"
"BMWC0440","BMW X3","Petrol","2023","Silver","7750000","Hyderabad","Telangana","Business"
"BMWC0441","BMW iX","Electric","2024","Black","15000000","Pune","Maharashtra","Business"
"BMWC0442","BMW X5","Diesel","2026","Silver","11400000","Hyderabad","Telangana","Executive"
"BMWC0443","BMW iX","Electric","2022","Grey","14800000","Gurugram","Haryana","Executive"
"BMWC0444","BMW X1","Petrol","2025","White","5600000","Hyderabad","Telangana","Luxury"
"BMWC0445","BMW X3","Petrol","2022","Red","7000000","Kochi","Kerala","Luxury"
"BMWC0446","BMW 2 Series Gran Coupe","Petrol","2021","White","4600000","Ahmedabad","Gujarat","Luxury"
"BMWC0447","BMW 3 Series","Petrol","2024","Blue","6650000","Hyderabad","Telangana","Executive"
"BMWC0448","BMW iX","Electric","2023","White","14050000","Gurugram","Haryana","Business"
"BMWC0449","BMW 3 Series","Petrol","2023","Black","6550000","Kolkata","West Bengal","Premium"
"BMWC0450","BMW X7","Petrol","2022","Black","13100000","Kochi","Kerala","Business"
"BMWC0451","BMW X5","Petrol","2021","Red","10900000","Kolkata","West Bengal","Premium"
"BMWC0452","BMW i5","Electric","2023","Black","12050000","Delhi","Delhi","Luxury"
"BMWC0453","BMW X1","Diesel","2025","Black","5550000","Bengaluru","Karnataka","Luxury"
"BMWC0454","BMW X7","Diesel","2024","Blue","13950000","Bengaluru","Karnataka","Premium"
"BMWC0455","BMW X5","Petrol","2025","Black","11350000","Pune","Maharashtra","Luxury"
"BMWC0456","BMW X7","Petrol","2022","Black","13750000","Noida","Uttar Pradesh","Luxury"
"BMWC0457","BMW i4","Electric","2022","Blue","7550000","Chandigarh","Chandigarh","Premium"
"BMWC0458","BMW i5","Electric","2026","White","12000000","Delhi","Delhi","Luxury"
"BMWC0459","BMW X7","Petrol","2022","Black","13300000","Ahmedabad","Gujarat","Premium"
"BMWC0460","BMW i7","Electric","2026","White","21500000","Gurugram","Haryana","Premium"
"BMWC0461","BMW i4","Electric","2025","White","7250000","Coimbatore","Tamil Nadu","Premium"
"BMWC0462","BMW i4","Electric","2024","Black","7350000","Chandigarh","Chandigarh","Business"
"BMWC0463","BMW X7","Petrol","2022","Black","13150000","Mumbai","Maharashtra","Premium"
"BMWC0464","BMW iX1","Electric","2024","Blue","6900000","Mumbai","Maharashtra","Executive"
"BMWC0465","BMW 7 Series","Petrol","2022","Grey","18250000","Delhi","Delhi","Business"
"BMWC0466","BMW 5 Series","Petrol","2022","White","7800000","Ahmedabad","Gujarat","Premium"
"BMWC0467","BMW i7","Electric","2022","Silver","21450000","Hyderabad","Telangana","Luxury"
"BMWC0468","BMW i4","Electric","2024","Red","7550000","Bengaluru","Karnataka","Executive"
"BMWC0469","BMW X5","Petrol","2024","Black","9700000","Ahmedabad","Gujarat","Business"
"BMWC0470","BMW X7","Petrol","2023","Blue","13250000","Noida","Uttar Pradesh","Premium"
"BMWC0471","BMW 2 Series Gran Coupe","Diesel","2022","White","5000000","Kochi","Kerala","Executive"
"BMWC0472","BMW i5","Electric","2022","Grey","12500000","Coimbatore","Tamil Nadu","Luxury"
"BMWC0473","BMW iX","Electric","2026","Grey","14050000","Ahmedabad","Gujarat","Premium"
"BMWC0474","BMW X3","Diesel","2025","Silver","8100000","Mumbai","Maharashtra","Business"
"BMWC0475","BMW i7","Electric","2023","Blue","21100000","Jaipur","Rajasthan","Premium"
"BMWC0476","BMW X7","Diesel","2024","Blue","13200000","Noida","Uttar Pradesh","Luxury"
"BMWC0477","BMW X1","Petrol","2024","White","5200000","Coimbatore","Tamil Nadu","Business"
"BMWC0478","BMW X7","Petrol","2022","Blue","13050000","Hyderabad","Telangana","Business"
"BMWC0479","BMW X7","Diesel","2026","White","13950000","Ahmedabad","Gujarat","Business"
"BMWC0480","BMW 5 Series","Petrol","2022","White","7450000","Coimbatore","Tamil Nadu","Premium"
"BMWC0481","BMW X3","Petrol","2024","Blue","7250000","Noida","Uttar Pradesh","Luxury"
"BMWC0482","BMW iX1","Electric","2024","Silver","6850000","Bengaluru","Karnataka","Executive"
"BMWC0483","BMW X7","Diesel","2025","Black","13450000","Jaipur","Rajasthan","Premium"
"BMWC0484","BMW X1","Petrol","2023","Silver","5700000","Gurugram","Haryana","Luxury"
"BMWC0485","BMW 2 Series Gran Coupe","Petrol","2025","Black","4400000","Kolkata","West Bengal","Luxury"
"BMWC0486","BMW i7","Electric","2023","Black","20000000","Delhi","Delhi","Business"
"BMWC0487","BMW i7","Electric","2023","Silver","20500000","Jaipur","Rajasthan","Luxury"
"BMWC0488","BMW X1","Diesel","2023","Grey","5100000","Chandigarh","Chandigarh","Business"
"BMWC0489","BMW i7","Electric","2024","Silver","20900000","Pune","Maharashtra","Premium"
"BMWC0490","BMW iX","Electric","2023","White","15000000","Mumbai","Maharashtra","Luxury"
"BMWC0491","BMW 2 Series Gran Coupe","Petrol","2024","Red","4400000","Jaipur","Rajasthan","Premium"
"BMWC0492","BMW X3","Petrol","2021","White","7900000","Chandigarh","Chandigarh","Executive"
"BMWC0493","BMW X5","Diesel","2023","Silver","11350000","Chennai","Tamil Nadu","Executive"
"BMWC0494","BMW X3","Diesel","2025","White","8100000","Hyderabad","Telangana","Business"
"BMWC0495","BMW X5","Diesel","2023","Red","10150000","Mumbai","Maharashtra","Business"
"BMWC0496","BMW 3 Series","Petrol","2022","Silver","6350000","Chandigarh","Chandigarh","Executive"
"BMWC0497","BMW 2 Series Gran Coupe","Petrol","2025","Red","4500000","Pune","Maharashtra","Premium"
"BMWC0498","BMW iX","Electric","2022","Black","14300000","Jaipur","Rajasthan","Premium"
"BMWC0499","BMW X1","Petrol","2026","Black","5150000","Jaipur","Rajasthan","Executive"
"BMWC0500","BMW i4","Electric","2024","Black","7800000","Delhi","Delhi","Luxury"
"BMWC0501","BMW X1","Petrol","2022","White","5150000","Jaipur","Rajasthan","Premium"
"BMWC0502","BMW 5 Series","Diesel","2022","Black","8000000","Gurugram","Haryana","Executive"
"BMWC0503","BMW i7","Electric","2022","Red","21000000","Kolkata","West Bengal","Business"
"BMWC0504","BMW X1","Diesel","2026","Grey","5750000","Pune","Maharashtra","Luxury"
"BMWC0505","BMW X5","Diesel","2022","Black","10200000","Coimbatore","Tamil Nadu","Business"
"BMWC0506","BMW X1","Diesel","2023","White","5550000","Jaipur","Rajasthan","Premium"
"BMWC0507","BMW X1","Diesel","2025","White","5200000","Noida","Uttar Pradesh","Executive"
"BMWC0508","BMW 5 Series","Diesel","2022","White","8400000","Ahmedabad","Gujarat","Business"
"BMWC0509","BMW X7","Diesel","2026","Grey","14700000","Kolkata","West Bengal","Business"
"BMWC0510","BMW X7","Diesel","2021","Grey","14750000","Chennai","Tamil Nadu","Business"
"BMWC0511","BMW X7","Petrol","2024","Silver","14750000","Ahmedabad","Gujarat","Executive"
"BMWC0512","BMW X7","Diesel","2023","Blue","13900000","Ahmedabad","Gujarat","Executive"
"BMWC0513","BMW X5","Petrol","2024","Silver","11000000","Gurugram","Haryana","Premium"
"BMWC0514","BMW X1","Petrol","2021","Grey","5850000","Delhi","Delhi","Business"
"BMWC0515","BMW i4","Electric","2025","Blue","7500000","Delhi","Delhi","Executive"
"BMWC0516","BMW 5 Series","Diesel","2023","White","7950000","Delhi","Delhi","Premium"
"BMWC0517","BMW X1","Diesel","2025","Silver","5100000","Jaipur","Rajasthan","Luxury"
"BMWC0518","BMW X3","Petrol","2024","Silver","7450000","Kochi","Kerala","Luxury"
"BMWC0519","BMW 2 Series Gran Coupe","Petrol","2023","Silver","5000000","Ahmedabad","Gujarat","Luxury"
"BMWC0520","BMW X3","Diesel","2022","Red","8150000","Mumbai","Maharashtra","Executive"
"BMWC0521","BMW X1","Petrol","2025","Grey","5350000","Hyderabad","Telangana","Business"
"BMWC0522","BMW X5","Petrol","2023","Red","10100000","Pune","Maharashtra","Premium"
"BMWC0523","BMW 3 Series","Diesel","2022","White","6250000","Ahmedabad","Gujarat","Premium"
"BMWC0524","BMW iX1","Electric","2023","Red","6900000","Noida","Uttar Pradesh","Luxury"
"BMWC0525","BMW 5 Series","Petrol","2023","Red","7900000","Mumbai","Maharashtra","Business"
"BMWC0526","BMW X7","Petrol","2024","Black","14500000","Hyderabad","Telangana","Luxury"
"BMWC0527","BMW X1","Diesel","2024","Grey","5550000","Hyderabad","Telangana","Premium"
"BMWC0528","BMW iX","Electric","2022","Blue","14700000","Hyderabad","Telangana","Business"
"BMWC0529","BMW i7","Electric","2026","Grey","21350000","Chandigarh","Chandigarh","Premium"
"BMWC0530","BMW iX","Electric","2023","Blue","15000000","Kochi","Kerala","Luxury"
"BMWC0531","BMW 7 Series","Petrol","2025","Blue","18800000","Chandigarh","Chandigarh","Executive"
"BMWC0532","BMW iX","Electric","2023","White","14550000","Pune","Maharashtra","Luxury"
"BMWC0533","BMW 3 Series","Diesel","2025","Blue","5850000","Pune","Maharashtra","Premium"
"BMWC0534","BMW 2 Series Gran Coupe","Diesel","2026","Blue","5050000","Jaipur","Rajasthan","Luxury"
"BMWC0535","BMW X5","Petrol","2026","Blue","10600000","Ahmedabad","Gujarat","Business"
"BMWC0536","BMW 7 Series","Petrol","2024","Red","18950000","Ahmedabad","Gujarat","Business"
"BMWC0537","BMW i7","Electric","2023","Blue","20200000","Coimbatore","Tamil Nadu","Executive"
"BMWC0538","BMW iX1","Electric","2025","White","6800000","Hyderabad","Telangana","Business"
"BMWC0539","BMW 5 Series","Petrol","2024","Blue","7850000","Delhi","Delhi","Executive"
"BMWC0540","BMW X1","Diesel","2024","Red","5250000","Kolkata","West Bengal","Luxury"
"BMWC0541","BMW 5 Series","Petrol","2022","Black","7950000","Pune","Maharashtra","Business"
"BMWC0542","BMW X7","Diesel","2022","Blue","14100000","Bengaluru","Karnataka","Premium"
"BMWC0543","BMW iX1","Electric","2023","Grey","7000000","Gurugram","Haryana","Premium"
"BMWC0544","BMW X3","Petrol","2023","Blue","8100000","Chennai","Tamil Nadu","Business"
"BMWC0545","BMW X3","Petrol","2026","Grey","8000000","Pune","Maharashtra","Executive"
"BMWC0546","BMW 5 Series","Petrol","2022","Black","7200000","Jaipur","Rajasthan","Business"
"BMWC0547","BMW i7","Electric","2022","Grey","21100000","Kochi","Kerala","Business"
"BMWC0548","BMW 3 Series","Diesel","2025","Red","5850000","Jaipur","Rajasthan","Luxury"
"BMWC0549","BMW X7","Petrol","2024","Silver","13250000","Hyderabad","Telangana","Premium"
"BMWC0550","BMW iX1","Electric","2022","Blue","6900000","Chennai","Tamil Nadu","Premium"
"BMWC0551","BMW iX","Electric","2024","Blue","14250000","Bengaluru","Karnataka","Business"
"BMWC0552","BMW i4","Electric","2023","Grey","7300000","Delhi","Delhi","Business"
"BMWC0553","BMW 3 Series","Petrol","2024","Silver","6300000","Mumbai","Maharashtra","Business"
"BMWC0554","BMW iX","Electric","2022","White","14000000","Bengaluru","Karnataka","Luxury"
"BMWC0555","BMW i5","Electric","2026","Black","12400000","Gurugram","Haryana","Luxury"
"BMWC0556","BMW i7","Electric","2022","Blue","21400000","Noida","Uttar Pradesh","Business"
"BMWC0557","BMW X5","Diesel","2025","Red","11450000","Coimbatore","Tamil Nadu","Premium"
"BMWC0558","BMW iX1","Electric","2023","Grey","6900000","Gurugram","Haryana","Business"
"BMWC0559","BMW 2 Series Gran Coupe","Petrol","2024","Silver","4850000","Hyderabad","Telangana","Executive"
"BMWC0560","BMW i7","Electric","2025","Red","21150000","Gurugram","Haryana","Luxury"
"BMWC0561","BMW 7 Series","Petrol","2022","Blue","18800000","Ahmedabad","Gujarat","Luxury"
"BMWC0562","BMW 5 Series","Petrol","2023","Blue","7850000","Jaipur","Rajasthan","Executive"
"BMWC0563","BMW 5 Series","Petrol","2024","Silver","8450000","Coimbatore","Tamil Nadu","Premium"
"BMWC0564","BMW iX1","Electric","2022","Silver","7000000","Mumbai","Maharashtra","Premium"
"BMWC0565","BMW 5 Series","Diesel","2022","Blue","7500000","Delhi","Delhi","Luxury"
"BMWC0566","BMW 3 Series","Diesel","2026","Grey","6250000","Delhi","Delhi","Business"
"BMWC0567","BMW X5","Diesel","2026","Black","10850000","Noida","Uttar Pradesh","Executive"
"BMWC0568","BMW X5","Petrol","2023","Blue","9800000","Gurugram","Haryana","Executive"
"BMWC0569","BMW i7","Electric","2026","Silver","20850000","Delhi","Delhi","Executive"
"BMWC0570","BMW iX","Electric","2023","Silver","14100000","Jaipur","Rajasthan","Premium"
"BMWC0571","BMW iX1","Electric","2026","Blue","6950000","Kolkata","West Bengal","Premium"
"BMWC0572","BMW i7","Electric","2023","Blue","22000000","Chandigarh","Chandigarh","Executive"
"BMWC0573","BMW 7 Series","Petrol","2023","Blue","19300000","Delhi","Delhi","Business"
"BMWC0574","BMW 3 Series","Petrol","2025","Grey","6250000","Coimbatore","Tamil Nadu","Business"
"BMWC0575","BMW i4","Electric","2025","White","7550000","Chandigarh","Chandigarh","Luxury"
"BMWC0576","BMW X7","Diesel","2024","Silver","14650000","Mumbai","Maharashtra","Business"
"BMWC0577","BMW 3 Series","Petrol","2023","Blue","5650000","Delhi","Delhi","Luxury"
"BMWC0578","BMW 5 Series","Diesel","2023","Black","7500000","Chennai","Tamil Nadu","Business"
"BMWC0579","BMW i4","Electric","2023","Silver","7800000","Ahmedabad","Gujarat","Business"
"BMWC0580","BMW 5 Series","Diesel","2025","Red","8150000","Bengaluru","Karnataka","Premium"
"BMWC0581","BMW 5 Series","Petrol","2026","White","8400000","Ahmedabad","Gujarat","Luxury"
"BMWC0582","BMW iX","Electric","2022","Grey","14850000","Kolkata","West Bengal","Executive"
